# British to US spellings from the English Speller Database: en-wl/wordlist data/scowl-pre.txt at 1e5b7d3.
#
# Copyright 2000-2026 by Kevin Atkinson
#
# Permission to use, copy, modify, distribute, and sell any part of the English
# Speller Database (ESDB, previously known as SCOWLv2), or word lists
# created from it, is hereby granted without fee, provided that the above
# copyright notice appears in all copies and that both the above copyright
# notice and this notice appear in supporting documentation.  Kevin Atkinson
# makes no representations about the suitability of this database for any
# purpose.  It is provided "as is" without express or implied warranty.
-bicolour	-bicolor
coloniser	colonizer
colonisers	colonizers
colonises	colonizes
colonising	colonizing
colour	color
colourabilities	colorabilities
colourability	colorability
colourable	colorable
colourableness	colorableness
colourablenesses	colorablenesses
colourably	colorably
colourant	colorant
colourants	colorants
colourblind	colorblind
colourblindness	colorblindness
colourblindnesses	colorblindnesses
colourbred	colorbred
colourbreed	colorbreed
colourbreeding	colorbreeding
colourbreeds	colorbreeds
colourcast	colorcast
colourcasted	colorcasted
colourcasting	colorcasting
colourcasts	colorcasts
colourectal	colorectal
coloured	colored
coloureds	coloreds
colourer	colorer
colourers	colorers
colourfast	colorfast
colourfastness	colorfastness
colourfastnesses	colorfastnesses
colourful	colorful
colourfully	colorfully
colourfulness	colorfulness
colourfulnesses	colorfulnesses
colourimetrically	colorimetrically
colouring	coloring
colourings	colorings
colourisation	colorization
colourisations	colorizations
colourise	colorize
colourised	colorized
colourises	colorizes
colourising	colorizing
colourism	colorism
colourisms	colorisms
colourist	colorist
colouristic	coloristic
colouristically	coloristically
colourists	colorists
colourless	colorless
colourlessly	colorlessly
colourlessness	colorlessness
colourlessnesses	colorlessnesses
colourman	colorman
colourmen	colormen
colourpoint	colorpoint
colourpoints	colorpoints
colours	colors
colourway	colorway
colourways	colorways
coloury	colory
commercialisation	commercialization
commercialisations	commercializations
commercialise	commercialize
commercialised	commercialized
commercialises	commercializes
commercialising	commercializing
communalisation	communalization
communalisations	communalizations
communalise	communalize
communalised	communalized
communalises	communalizes
communalising	communalizing
communisation	communization
communisations	communizations
communise	communize
communised	communized
communises	communizes
communising	communizing
compartmentalisation	compartmentalization
compartmentalisations	compartmentalizations
compartmentalise	compartmentalize
compartmentalised	compartmentalized
compartmentalises	compartmentalizes
compartmentalising	compartmentalizing
complementiser	complementizer
compoer	comper
compositae	composite
comprehensivisation	comprehensivization
comprehensivisations	comprehensivizations
comprehensivise	comprehensivize
comprehensivised	comprehensivized
comprehensivises	comprehensivizes
comprehensivising	comprehensivizing
comprisable	comprizable
comprisal	comprizal
computerisable	computerizable
computerisation	computerization
computerisations	computerizations
computerise	computerize
computerised	computerized
computerises	computerizes
computerising	computerizing
concentre	concenter
concentred	concentered
concentres	concenters
concentring	concentering
conceptualisation	conceptualization
conceptualisations	conceptualizations
conceptualise	conceptualize
conceptualised	conceptualized
conceptualiser	conceptualizer
conceptualises	conceptualizes
conceptualising	conceptualizing
concertise	concertize
concertised	concertized
concertises	concertizes
concertising	concertizing
conchae	conche
concolour	concolor
concolourous	concolorous
concretisation	concretization
concretisations	concretizations
concretise	concretize
concretised	concretized
concretises	concretizes
concretising	concretizing
concretist	concertist
congoes	conges
conservatise	conservatize
conservatised	conservatized
conservatises	conservatizes
conservatising	conservatizing
constitutionalisation	constitutionalization
constitutionalisations	constitutionalizations
constitutionalise	constitutionalize
constitutionalised	constitutionalized
constitutionalises	constitutionalizes
constitutionalising	constitutionalizing
containerisation	containerization
containerisations	containerizations
containerise	containerize
containerised	containerized
containerises	containerizes
containerising	containerizing
contemporise	contemporize
contemporised	contemporized
contemporises	contemporizes
contemporising	contemporizing
contextualisation	contextualization
contextualisations	contextualizations
contextualise	contextualize
contextualised	contextualized
contextualises	contextualizes
contextualising	contextualizing
conventionalisation	conventionalization
conventionalisations	conventionalizations
conventionalise	conventionalize
conventionalised	conventionalized
conventionalises	conventionalizes
conventionalising	conventionalizing
conveyorise	conveyorize
conveyorised	conveyorized
conveyorises	conveyorizes
conveyorising	conveyorizing
copolymerisation	copolymerization
copolymerisations	copolymerizations
copolymerise	copolymerize
copolymerised	copolymerized
copolymerises	copolymerizes
copolymerising	copolymerizing
copraemia	copremia
copraemic	copremic
corbelled	corbeled
corbelling	corbeling
corbellings	corbelings
cordialise	cordialize
cordialised	cordialized
cordialises	cordializes
cordialising	cordializing
corinthianise	corinthianize
corinthianised	corinthianized
corinthianises	corinthianizes
corinthianising	corinthianizing
corporealise	corporealize
corporealised	corporealized
corporealises	corporealizes
corporealising	corporealizing
cortinae	cortine
cosied	cozied
cosier	cozier
cosies	cozies
cosiest	coziest
cosily	cozily
cosiness	coziness
cosinesses	cozinesses
cosmeticise	cosmeticize
cosmeticised	cosmeticized
cosmeticises	cosmeticizes
cosmeticising	cosmeticizing
cosmopolitanise	cosmopolitanize
cosmopolitanised	cosmopolitanized
cosmopolitanises	cosmopolitanizes
cosmopolitanising	cosmopolitanizing
costae	coste
costumire	costumier
cosy	cozy
cosying	cozying
cottae	cotte
cotylae	cotyle
councillor	councilor
councillors	councilors
councillorship	councilorship
councillorships	councilorships
counselled	counseled
counsellee	counselee
counselling	counseling
counsellings	counselings
counsellor	counselor
counsellors	counselors
counsellorship	counselorship
counsellorships	counselorships
couranto	coranto
courbe	corbe
courtin	cortin
creatin	ceratin
creatins	ceratins
cree	cere
creeing	cering
crees	ceres
crenellate	crenelate
crenellated	crenelated
crenellates	crenelates
crenellating	crenelating
crenellation	crenelation
crenellations	crenelations
creolisation	creolization
creolisations	creolizations
creolise	creolize
creolised	creolized
creolises	creolizes
creolising	creolizing
cretinise	cretinize
cretinised	cretinized
cretinises	cretinizes
cretinising	cretinizing
criminalisation	criminalization
criminalisations	criminalizations
criminalise	criminalize
criminalised	criminalized
criminalises	criminalizes
criminalising	criminalizing
criticisable	criticizable
criticise	criticize
criticised	criticized
criticiser	criticizer
criticisers	criticizers
criticises	criticizes
criticising	criticizing
crozier	crosier
croziers	crosiers
crueller	crueler
cruellest	cruelest
cryptaesthesia	cryptesthesia
cryptaesthesias	cryptesthesias
cryptaesthetic	cryptesthetic
crystallisabilities	crystallizabilities
crystallisability	crystallizability
crystallisable	crystallizable
crystallisation	crystallization
crystallisations	crystallizations
crystallise	crystallize
crystallised	crystallized
crystalliser	crystallizer
crystallisers	crystallizers
crystallises	crystallizes
crystallising	crystallizing
cuckoldise	cuckoldize
cuckoldised	cuckoldized
cuckoldises	cuckoldizes
cuckoldising	cuckoldizing
cudgelled	cudgeled
cudgeller	cudgeler
cudgellers	cudgelers
cudgelling	cudgeling
cudgellings	cudgelings
cupellation	cupelation
cupelled	cupeled
cupeller	cupeler
cupellers	cupelers
cupelling	cupeling
curarise	curarize
curarised	curarized
curarises	curarizes
curarising	curarizing
customisable	customizable
customisation	customization
customisations	customizations
customise	customize
customised	customized
customiser	customizer
customisers	customizers
customises	customizes
customising	customizing
cutinisation	cutinization
cutinisations	cutinizations
cutinise	cutinize
cutinised	cutinized
cutinises	cutinizes
cutinising	cutinizing
cyanise	cyanize
cyanised	cyanized
cyanises	cyanizes
cyanising	cyanizing
cyclisation	cyclization
cyclisations	cyclizations
cyclise	cyclize
cyclised	cyclized
cyclises	cyclizes
cyclising	cyclizing
cymae	cyme
daedal	dedal
daedalian	dedalian
daemonian	demonian
daeva	deva
dealcoholise	dealcoholize
dealcoholised	dealcoholized
dealcoholises	dealcoholizes
dealcoholising	dealcoholizing
deaminise	deaminize
decagram	dekagram
decagrams	dekagrams
decalitre	dekaliter
decalitres	dekaliters
decametre	dekameter
decametres	dekameters
decapitalisation	decapitalization
decapitalise	decapitalize
decapitalised	decapitalized
decapitalises	decapitalizes
decapitalising	decapitalizing
decarbonisation	decarbonization
decarbonisations	decarbonizations
decarbonise	decarbonize
decarbonised	decarbonized
decarboniser	decarbonizer
decarbonisers	decarbonizers
decarbonises	decarbonizes
decarbonising	decarbonizing
decarburisation	decarburization
decarburisations	decarburizations
decarburise	decarburize
decarburised	decarburized
decarburises	decarburizes
decarburising	decarburizing
decasualisation	decasualization
decasualisations	decasualizations
decentralisation	decentralization
decentralisations	decentralizations
decentralise	decentralize
decentralised	decentralized
decentralises	decentralizes
decentralising	decentralizing
decerebrise	decerebrize
decerebrised	decerebrized
decerebrises	decerebrizes
decerebrising	decerebrizing
dechristianisation	dechristianization
dechristianise	dechristianize
dechristianised	dechristianized
dechristianises	dechristianizes
dechristianising	dechristianizing
decilitre	deciliter
decilitres	deciliters
decimalisation	decimalization
decimalisations	decimalizations
decimalise	decimalize
decimalised	decimalized
decimalises	decimalizes
decimalising	decimalizing
decimetre	decimeter
decimetres	decimeters
decivilise	decivilize
decivilised	decivilized
decivilises	decivilizes
decivilising	decivilizing
decolonisation	decolonization
decolonisations	decolonizations
decolonise	decolonize
decolonised	decolonized
decolonises	decolonizes
decolonising	decolonizing
decolour	decolor
decolourant	decolorant
decolourants	decolorants
decolourate	decolorate
decolourates	decolorates
decolouration	decoloration
decolourations	decolorations
decoloured	decolored
decolouring	decoloring
decolourisation	decolorization
decolourisations	decolorizations
decolourise	decolorize
decolourised	decolorized
decolouriser	decolorizer
decolourisers	decolorizers
decolourises	decolorizes
decolourising	decolorizing
decolours	decolors
decriminalisation	decriminalization
decriminalisations	decriminalizations
decriminalise	decriminalize
decriminalised	decriminalized
decriminalises	decriminalizes
decriminalising	decriminalizing
dedramatise	dedramatize
dedramatised	dedramatized
dedramatises	dedramatizes
dedramatising	dedramatizing
deemphasise	deemphasize
deemphasised	deemphasized
deemphasises	deemphasizes
deemphasising	deemphasizing
defeminisation	defeminization
defeminise	defeminize
defeminised	defeminized
defeminises	defeminizes
defeminising	defeminizing
defence	defense
defenced	defensed
defenceless	defenseless
defencelessly	defenselessly
defencelessness	defenselessness
defencelessnesses	defenselessnesses
defenceman	defenseman
defencemen	defensemen
defences	defenses
defencing	defensing
defeudalise	defeudalize
defeudalised	defeudalized
defeudalises	defeudalizes
defeudalising	defeudalizing
defibrinise	defibrinize
defibrinised	defibrinized
defibrinises	defibrinizes
defibrinising	defibrinizing
definitise	definitize
definitised	definitized
definitises	definitizes
definitising	definitizing
deformalise	deformalize
dehumanisation	dehumanization
dehumanisations	dehumanizations
dehumanise	dehumanize
dehumanised	dehumanized
dehumanises	dehumanizes
dehumanising	dehumanizing
dehydrogenisation	dehydrogenization
dehydrogenise	dehydrogenize
dehypnotisation	dehypnotization
dehypnotisations	dehypnotizations
dehypnotise	dehypnotize
dehypnotised	dehypnotized
dehypnotises	dehypnotizes
dehypnotising	dehypnotizing
deindustrialisation	deindustrialization
deindustrialisations	deindustrializations
deindustrialise	deindustrialize
deindustrialised	deindustrialized
deindustrialises	deindustrializes
deindustrialising	deindustrializing
deionisation	deionization
deionise	deionize
deionised	deionized
deionises	deionizes
deionising	deionizing
delocalisation	delocalization
delocalisations	delocalizations
delocalise	delocalize
delocalised	delocalized
delocalises	delocalizes
delocalising	delocalizing
delustre	deluster
demagnetisation	demagnetization
demagnetisations	demagnetizations
demagnetise	demagnetize
demagnetised	demagnetized
demagnetiser	demagnetizer
demagnetisers	demagnetizers
demagnetises	demagnetizes
demagnetising	demagnetizing
demasculinise	demasculinize
dematerialisation	dematerialization
dematerialisations	dematerializations
dematerialise	dematerialize
dematerialised	dematerialized
dematerialises	dematerializes
dematerialising	dematerializing
demeanour	demeanor
demeanours	demeanors
demilitarisation	demilitarization
demilitarisations	demilitarizations
demilitarise	demilitarize
demilitarised	demilitarized
demilitarises	demilitarizes
demilitarising	demilitarizing
demineralisation	demineralization
demineralisations	demineralizations
demineralise	demineralize
demineralised	demineralized
demineraliser	demineralizer
demineralises	demineralizes
demineralising	demineralizing
demobilisation	demobilization
demobilisations	demobilizations
demobilise	demobilize
demobilised	demobilized
demobilises	demobilizes
demobilising	demobilizing
democratisation	democratization
democratisations	democratizations
democratise	democratize
democratised	democratized
democratiser	democratizer
democratises	democratizes
democratising	democratizing
demonetisation	demonetization
demonetisations	demonetizations
demonetise	demonetize
demonetised	demonetized
demonetises	demonetizes
demonetising	demonetizing
demonisation	demonization
demonise	demonize
demonised	demonized
demonises	demonizes
demonising	demonizing
demoralisation	demoralization
demoralisations	demoralizations
demoralise	demoralize
demoralised	demoralized
demoraliser	demoralizer
demoralisers	demoralizers
demoralises	demoralizes
demoralising	demoralizing
demoralisingly	demoralizingly
demutualisation	demutualization
demutualisations	demutualizations
demutualise	demutualize
demutualised	demutualized
demutualises	demutualizes
demutualising	demutualizing
demythologisation	demythologization
demythologisations	demythologizations
demythologise	demythologize
demythologised	demythologized
demythologiser	demythologizer
demythologises	demythologizes
demythologising	demythologizing
denationalisation	denationalization
denationalisations	denationalizations
denationalise	denationalize
denationalised	denationalized
denationalises	denationalizes
denationalising	denationalizing
denaturalisation	denaturalization
denaturalisations	denaturalizations
denaturalise	denaturalize
denaturalised	denaturalized
denaturalises	denaturalizes
denaturalising	denaturalizing
denaturise	denaturize
denaturised	denaturized
denaturises	denaturizes
denaturising	denaturizing
dentine	dentin
dentines	dentins
denuclearisation	denuclearization
denuclearisations	denuclearizations
denuclearise	denuclearize
denuclearised	denuclearized
denuclearises	denuclearizes
denuclearising	denuclearizing
